---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
| localite                                                               | departement                                                          | region                                                                  |
| "Boulogne-sur-Mer"^^<http://www.w3.org/2001/XMLSchema#string>          | "Pas-de-Calais"^^<http://www.w3.org/2001/XMLSchema#string>           | "Nord-Pas-de-Calais"^^<http://www.w3.org/2001/XMLSchema#string>         |
| "Bron"^^<http://www.w3.org/2001/XMLSchema#string>                      | "Rhône"^^<http://www.w3.org/2001/XMLSchema#string>                   | "Rhône-Alpes"^^<http://www.w3.org/2001/XMLSchema#string>                |
| "Caluire-et-Cuire"^^<http://www.w3.org/2001/XMLSchema#string>          | "Rhône"^^<http://www.w3.org/2001/XMLSchema#string>                   | "Rhône-Alpes"^^<http://www.w3.org/2001/XMLSchema#string>                |
| "Annemasse"^^<http://www.w3.org/2001/XMLSchema#string>                 | "Haute-Savoie"^^<http://www.w3.org/2001/XMLSchema#string>            | "Rhône-Alpes"^^<http://www.w3.org/2001/XMLSchema#string>                |
| "Sotteville-lès-Rouen"^^<http://www.w3.org/2001/XMLSchema#string>      | "Seine-Maritime"^^<http://www.w3.org/2001/XMLSchema#string>          | "Haute-Normandie"^^<http://www.w3.org/2001/XMLSchema#string>            |
| "Meaux"^^<http://www.w3.org/2001/XMLSchema#string>                     | "Seine-et-Marne"^^<http://www.w3.org/2001/XMLSchema#string>          | "Île-de-France"^^<http://www.w3.org/2001/XMLSchema#string>              |
| "Celle-Saint-Cloud"^^<http://www.w3.org/2001/XMLSchema#string>         | "Yvelines"^^<http://www.w3.org/2001/XMLSchema#string>                | "Île-de-France"^^<http://www.w3.org/2001/XMLSchema#string>              |
| "Montigny-le-Bretonneux"^^<http://www.w3.org/2001/XMLSchema#string>    | "Yvelines"^^<http://www.w3.org/2001/XMLSchema#string>                | "Île-de-France"^^<http://www.w3.org/2001/XMLSchema#string>              |
| "Plaisir"^^<http://www.w3.org/2001/XMLSchema#string>                   | "Yvelines"^^<http://www.w3.org/2001/XMLSchema#string>                | "Île-de-France"^^<http://www.w3.org/2001/XMLSchema#string>              |
| "Rambouillet"^^<http://www.w3.org/2001/XMLSchema#string>               | "Yvelines"^^<http://www.w3.org/2001/XMLSchema#string>                | "Île-de-France"^^<http://www.w3.org/2001/XMLSchema#string>              |
| "Sartrouville"^^<http://www.w3.org/2001/XMLSchema#string>              | "Yvelines"^^<http://www.w3.org/2001/XMLSchema#string>                | "Île-de-France"^^<http://www.w3.org/2001/XMLSchema#string>              |
| "Abbeville"^^<http://www.w3.org/2001/XMLSchema#string>                 | "Somme"^^<http://www.w3.org/2001/XMLSchema#string>                   | "Picardie"^^<http://www.w3.org/2001/XMLSchema#string>                   |
| "Hyères"^^<http://www.w3.org/2001/XMLSchema#string>                    | "Var"^^<http://www.w3.org/2001/XMLSchema#string>                     | "Provence-Alpes-Côte d'Azur"^^<http://www.w3.org/2001/XMLSchema#string> |
| "Seyne-sur-Mer"^^<http://www.w3.org/2001/XMLSchema#string>             | "Var"^^<http://www.w3.org/2001/XMLSchema#string>                     | "Provence-Alpes-Côte d'Azur"^^<http://www.w3.org/2001/XMLSchema#string> |
| "Cavaillon"^^<http://www.w3.org/2001/XMLSchema#string>                 | "Vaucluse"^^<http://www.w3.org/2001/XMLSchema#string>                | "Provence-Alpes-Côte d'Azur"^^<http://www.w3.org/2001/XMLSchema#string> |
| "Limoges"^^<http://www.w3.org/2001/XMLSchema#string>                   | "Haute-Vienne"^^<http://www.w3.org/2001/XMLSchema#string>            | "Limousin"^^<http://www.w3.org/2001/XMLSchema#string>                   |
| "Sens"^^<http://www.w3.org/2001/XMLSchema#string>                      | "Yonne"^^<http://www.w3.org/2001/XMLSchema#string>                   | "Bourgogne"^^<http://www.w3.org/2001/XMLSchema#string>                  |
| "Longjumeau"^^<http://www.w3.org/2001/XMLSchema#string>                | "Essonne"^^<http://www.w3.org/2001/XMLSchema#string>                 | "Île-de-France"^^<http://www.w3.org/2001/XMLSchema#string>              |
| "Courbevoie"^^<http://www.w3.org/2001/XMLSchema#string>                | "Hauts-de-Seine"^^<http://www.w3.org/2001/XMLSchema#string>          | "Île-de-France"^^<http://www.w3.org/2001/XMLSchema#string>              |
| "Garenne-Colombes"^^<http://www.w3.org/2001/XMLSchema#string>          | "Hauts-de-Seine"^^<http://www.w3.org/2001/XMLSchema#string>          | "Île-de-France"^^<http://www.w3.org/2001/XMLSchema#string>              |
| "Bondy"^^<http://www.w3.org/2001/XMLSchema#string>                     | "Seine-Saint-Denis"^^<http://www.w3.org/2001/XMLSchema#string>       | "Île-de-France"^^<http://www.w3.org/2001/XMLSchema#string>              |
| "Choisy-le-Roi"^^<http://www.w3.org/2001/XMLSchema#string>             | "Val-de-Marne"^^<http://www.w3.org/2001/XMLSchema#string>            | "Île-de-France"^^<http://www.w3.org/2001/XMLSchema#string>              |
| "Orly"^^<http://www.w3.org/2001/XMLSchema#string>                      | "Val-de-Marne"^^<http://www.w3.org/2001/XMLSchema#string>            | "Île-de-France"^^<http://www.w3.org/2001/XMLSchema#string>              |
| "Possession"^^<http://www.w3.org/2001/XMLSchema#string>                | "La Réunion"^^<http://www.w3.org/2001/XMLSchema#string>              | "La Réunion"^^<http://www.w3.org/2001/XMLSchema#string>                 |
| "Montluçon"^^<http://www.w3.org/2001/XMLSchema#string>                 | "Allier"^^<http://www.w3.org/2001/XMLSchema#string>                  | "Auvergne"^^<http://www.w3.org/2001/XMLSchema#string>                   |
| "Gap"^^<http://www.w3.org/2001/XMLSchema#string>                       | "Hautes-Alpes"^^<http://www.w3.org/2001/XMLSchema#string>            | "Provence-Alpes-Côte d'Azur"^^<http://www.w3.org/2001/XMLSchema#string> |
| "Vitrolles"^^<http://www.w3.org/2001/XMLSchema#string>                 | "Bouches-du-Rhône"^^<http://www.w3.org/2001/XMLSchema#string>        | "Provence-Alpes-Côte d'Azur"^^<http://www.w3.org/2001/XMLSchema#string> |
| "Cognac"^^<http://www.w3.org/2001/XMLSchema#string>                    | "Charente"^^<http://www.w3.org/2001/XMLSchema#string>                | "Poitou-Charentes"^^<http://www.w3.org/2001/XMLSchema#string>           |
| "Bastia"^^<http://www.w3.org/2001/XMLSchema#string>                    | "Haute-Corse"^^<http://www.w3.org/2001/XMLSchema#string>             | "Corse"^^<http://www.w3.org/2001/XMLSchema#string>                      |
| "Gradignan"^^<http://www.w3.org/2001/XMLSchema#string>                 | "Gironde"^^<http://www.w3.org/2001/XMLSchema#string>                 | "Aquitaine"^^<http://www.w3.org/2001/XMLSchema#string>                  |
| "Béziers"^^<http://www.w3.org/2001/XMLSchema#string>                   | "Hérault"^^<http://www.w3.org/2001/XMLSchema#string>                 | "Languedoc-Roussillon"^^<http://www.w3.org/2001/XMLSchema#string>       |
| "Fougères"^^<http://www.w3.org/2001/XMLSchema#string>                  | "Ille-et-Vilaine"^^<http://www.w3.org/2001/XMLSchema#string>         | "Bretagne"^^<http://www.w3.org/2001/XMLSchema#string>                   |
| "Joué-lès-Tours"^^<http://www.w3.org/2001/XMLSchema#string>            | "Indre-et-Loire"^^<http://www.w3.org/2001/XMLSchema#string>          | "Centre"^^<http://www.w3.org/2001/XMLSchema#string>                     |
| "Blois"^^<http://www.w3.org/2001/XMLSchema#string>                     | "Loir-et-Cher"^^<http://www.w3.org/2001/XMLSchema#string>            | "Centre"^^<http://www.w3.org/2001/XMLSchema#string>                     |
| "Cahors"^^<http://www.w3.org/2001/XMLSchema#string>                    | "Lot"^^<http://www.w3.org/2001/XMLSchema#string>                     | "Midi-Pyrénées"^^<http://www.w3.org/2001/XMLSchema#string>              |
| "Angers"^^<http://www.w3.org/2001/XMLSchema#string>                    | "Maine-et-Loire"^^<http://www.w3.org/2001/XMLSchema#string>          | "Pays de la Loire"^^<http://www.w3.org/2001/XMLSchema#string>           |
| "Reims"^^<http://www.w3.org/2001/XMLSchema#string>                     | "Marne"^^<http://www.w3.org/2001/XMLSchema#string>                   | "Champagne-Ardenne"^^<http://www.w3.org/2001/XMLSchema#string>          |
| "Forbach"^^<http://www.w3.org/2001/XMLSchema#string>                   | "Moselle"^^<http://www.w3.org/2001/XMLSchema#string>                 | "Lorraine"^^<http://www.w3.org/2001/XMLSchema#string>                   |
| "Croix"^^<http://www.w3.org/2001/XMLSchema#string>                     | "Nord"^^<http://www.w3.org/2001/XMLSchema#string>                    | "Nord-Pas-de-Calais"^^<http://www.w3.org/2001/XMLSchema#string>         |
| "Madeleine"^^<http://www.w3.org/2001/XMLSchema#string>                 | "Nord"^^<http://www.w3.org/2001/XMLSchema#string>                    | "Nord-Pas-de-Calais"^^<http://www.w3.org/2001/XMLSchema#string>         |
| "Valenciennes"^^<http://www.w3.org/2001/XMLSchema#string>              | "Nord"^^<http://www.w3.org/2001/XMLSchema#string>                    | "Nord-Pas-de-Calais"^^<http://www.w3.org/2001/XMLSchema#string>         |
| "Béthune"^^<http://www.w3.org/2001/XMLSchema#string>                   | "Pas-de-Calais"^^<http://www.w3.org/2001/XMLSchema#string>           | "Nord-Pas-de-Calais"^^<http://www.w3.org/2001/XMLSchema#string>         |
| "Biarritz"^^<http://www.w3.org/2001/XMLSchema#string>                  | "Pyrénées-Atlantiques"^^<http://www.w3.org/2001/XMLSchema#string>    | "Aquitaine"^^<http://www.w3.org/2001/XMLSchema#string>                  |
| "Colmar"^^<http://www.w3.org/2001/XMLSchema#string>                    | "Haut-Rhin"^^<http://www.w3.org/2001/XMLSchema#string>               | "Alsace"^^<http://www.w3.org/2001/XMLSchema#string>                     |
| "Rillieux-la-Pape"^^<http://www.w3.org/2001/XMLSchema#string>          | "Rhône"^^<http://www.w3.org/2001/XMLSchema#string>                   | "Rhône-Alpes"^^<http://www.w3.org/2001/XMLSchema#string>                |
| "Chalon-sur-Saône"^^<http://www.w3.org/2001/XMLSchema#string>          | "Saône-et-Loire"^^<http://www.w3.org/2001/XMLSchema#string>          | "Bourgogne"^^<http://www.w3.org/2001/XMLSchema#string>                  |
| "Mâcon"^^<http://www.w3.org/2001/XMLSchema#string>                     | "Saône-et-Loire"^^<http://www.w3.org/2001/XMLSchema#string>          | "Bourgogne"^^<http://www.w3.org/2001/XMLSchema#string>                  |
| "Champs-sur-Marne"^^<http://www.w3.org/2001/XMLSchema#string>          | "Seine-et-Marne"^^<http://www.w3.org/2001/XMLSchema#string>          | "Île-de-France"^^<http://www.w3.org/2001/XMLSchema#string>              |
| "Mée-sur-Seine"^^<http://www.w3.org/2001/XMLSchema#string>             | "Seine-et-Marne"^^<http://www.w3.org/2001/XMLSchema#string>          | "Île-de-France"^^<http://www.w3.org/2001/XMLSchema#string>              |
| "Ozoir-la-Ferrière"^^<http://www.w3.org/2001/XMLSchema#string>         | "Seine-et-Marne"^^<http://www.w3.org/2001/XMLSchema#string>          | "Île-de-France"^^<http://www.w3.org/2001/XMLSchema#string>              |
| "Mureaux"^^<http://www.w3.org/2001/XMLSchema#string>                   | "Yvelines"^^<http://www.w3.org/2001/XMLSchema#string>                | "Île-de-France"^^<http://www.w3.org/2001/XMLSchema#string>              |
| "Six-Fours-les-Plages"^^<http://www.w3.org/2001/XMLSchema#string>      | "Var"^^<http://www.w3.org/2001/XMLSchema#string>                     | "Provence-Alpes-Côte d'Azur"^^<http://www.w3.org/2001/XMLSchema#string> |
| "Valette-du-Var"^^<http://www.w3.org/2001/XMLSchema#string>            | "Var"^^<http://www.w3.org/2001/XMLSchema#string>                     | "Provence-Alpes-Côte d'Azur"^^<http://www.w3.org/2001/XMLSchema#string> |
| "Gif-sur-Yvette"^^<http://www.w3.org/2001/XMLSchema#string>            | "Essonne"^^<http://www.w3.org/2001/XMLSchema#string>                 | "Île-de-France"^^<http://www.w3.org/2001/XMLSchema#string>              |
| "Montgeron"^^<http://www.w3.org/2001/XMLSchema#string>                 | "Essonne"^^<http://www.w3.org/2001/XMLSchema#string>                 | "Île-de-France"^^<http://www.w3.org/2001/XMLSchema#string>              |
| "Sainte-Geneviève-des-Bois"^^<http://www.w3.org/2001/XMLSchema#string> | "Essonne"^^<http://www.w3.org/2001/XMLSchema#string>                 | "Île-de-France"^^<http://www.w3.org/2001/XMLSchema#string>              |
| "Vigneux-sur-Seine"^^<http://www.w3.org/2001/XMLSchema#string>         | "Essonne"^^<http://www.w3.org/2001/XMLSchema#string>                 | "Île-de-France"^^<http://www.w3.org/2001/XMLSchema#string>              |
| "Bois-Colombes"^^<http://www.w3.org/2001/XMLSchema#string>             | "Hauts-de-Seine"^^<http://www.w3.org/2001/XMLSchema#string>          | "Île-de-France"^^<http://www.w3.org/2001/XMLSchema#string>              |
| "Puteaux"^^<http://www.w3.org/2001/XMLSchema#string>                   | "Hauts-de-Seine"^^<http://www.w3.org/2001/XMLSchema#string>          | "Île-de-France"^^<http://www.w3.org/2001/XMLSchema#string>              |
| "Sèvres"^^<http://www.w3.org/2001/XMLSchema#string>                    | "Hauts-de-Seine"^^<http://www.w3.org/2001/XMLSchema#string>          | "Île-de-France"^^<http://www.w3.org/2001/XMLSchema#string>              |
| "Aubervilliers"^^<http://www.w3.org/2001/XMLSchema#string>             | "Seine-Saint-Denis"^^<http://www.w3.org/2001/XMLSchema#string>       | "Île-de-France"^^<http://www.w3.org/2001/XMLSchema#string>              |
| "Aulnay-sous-Bois"^^<http://www.w3.org/2001/XMLSchema#string>          | "Seine-Saint-Denis"^^<http://www.w3.org/2001/XMLSchema#string>       | "Île-de-France"^^<http://www.w3.org/2001/XMLSchema#string>              |
| "Courneuve"^^<http://www.w3.org/2001/XMLSchema#string>                 | "Seine-Saint-Denis"^^<http://www.w3.org/2001/XMLSchema#string>       | "Île-de-France"^^<http://www.w3.org/2001/XMLSchema#string>              |
| "Drancy"^^<http://www.w3.org/2001/XMLSchema#string>                    | "Seine-Saint-Denis"^^<http://www.w3.org/2001/XMLSchema#string>       | "Île-de-France"^^<http://www.w3.org/2001/XMLSchema#string>              |
| "Saint-Maur-des-Fossés"^^<http://www.w3.org/2001/XMLSchema#string>     | "Val-de-Marne"^^<http://www.w3.org/2001/XMLSchema#string>            | "Île-de-France"^^<http://www.w3.org/2001/XMLSchema#string>              |
| "Villeneuve-Saint-Georges"^^<http://www.w3.org/2001/XMLSchema#string>  | "Val-de-Marne"^^<http://www.w3.org/2001/XMLSchema#string>            | "Île-de-France"^^<http://www.w3.org/2001/XMLSchema#string>              |
| "Cergy"^^<http://www.w3.org/2001/XMLSchema#string>                     | "Val-d'Oise"^^<http://www.w3.org/2001/XMLSchema#string>              | "Île-de-France"^^<http://www.w3.org/2001/XMLSchema#string>              |
| "Montmorency"^^<http://www.w3.org/2001/XMLSchema#string>               | "Val-d'Oise"^^<http://www.w3.org/2001/XMLSchema#string>              | "Île-de-France"^^<http://www.w3.org/2001/XMLSchema#string>              |
| "Sannois"^^<http://www.w3.org/2001/XMLSchema#string>                   | "Val-d'Oise"^^<http://www.w3.org/2001/XMLSchema#string>              | "Île-de-France"^^<http://www.w3.org/2001/XMLSchema#string>              |
| "Saint-Quentin"^^<http://www.w3.org/2001/XMLSchema#string>             | "Aisne"^^<http://www.w3.org/2001/XMLSchema#string>                   | "Picardie"^^<http://www.w3.org/2001/XMLSchema#string>                   |
| "Saint-Laurent-du-Var"^^<http://www.w3.org/2001/XMLSchema#string>      | "Alpes-Maritimes"^^<http://www.w3.org/2001/XMLSchema#string>         | "Provence-Alpes-Côte d'Azur"^^<http://www.w3.org/2001/XMLSchema#string> |
| "Arles"^^<http://www.w3.org/2001/XMLSchema#string>                     | "Bouches-du-Rhône"^^<http://www.w3.org/2001/XMLSchema#string>        | "Provence-Alpes-Côte d'Azur"^^<http://www.w3.org/2001/XMLSchema#string> |
| "Caen"^^<http://www.w3.org/2001/XMLSchema#string>                      | "Calvados"^^<http://www.w3.org/2001/XMLSchema#string>                | "Basse-Normandie"^^<http://www.w3.org/2001/XMLSchema#string>            |
| "Brest"^^<http://www.w3.org/2001/XMLSchema#string>                     | "Finistère"^^<http://www.w3.org/2001/XMLSchema#string>               | "Bretagne"^^<http://www.w3.org/2001/XMLSchema#string>                   |
| "Muret"^^<http://www.w3.org/2001/XMLSchema#string>                     | "Haute-Garonne"^^<http://www.w3.org/2001/XMLSchema#string>           | "Midi-Pyrénées"^^<http://www.w3.org/2001/XMLSchema#string>              |
| "Villenave-d'Ornon"^^<http://www.w3.org/2001/XMLSchema#string>         | "Gironde"^^<http://www.w3.org/2001/XMLSchema#string>                 | "Aquitaine"^^<http://www.w3.org/2001/XMLSchema#string>                  |
| "Agde"^^<http://www.w3.org/2001/XMLSchema#string>                      | "Hérault"^^<http://www.w3.org/2001/XMLSchema#string>                 | "Languedoc-Roussillon"^^<http://www.w3.org/2001/XMLSchema#string>       |
| "Montpellier"^^<http://www.w3.org/2001/XMLSchema#string>               | "Hérault"^^<http://www.w3.org/2001/XMLSchema#string>                 | "Languedoc-Roussillon"^^<http://www.w3.org/2001/XMLSchema#string>       |
| "Saint-Martin-d'Hères"^^<http://www.w3.org/2001/XMLSchema#string>      | "Isère"^^<http://www.w3.org/2001/XMLSchema#string>                   | "Rhône-Alpes"^^<http://www.w3.org/2001/XMLSchema#string>                |
| "Roanne"^^<http://www.w3.org/2001/XMLSchema#string>                    | "Loire"^^<http://www.w3.org/2001/XMLSchema#string>                   | "Rhône-Alpes"^^<http://www.w3.org/2001/XMLSchema#string>                |
| "Nantes"^^<http://www.w3.org/2001/XMLSchema#string>                    | "Loire-Atlantique"^^<http://www.w3.org/2001/XMLSchema#string>        | "Pays de la Loire"^^<http://www.w3.org/2001/XMLSchema#string>           |
| "Saint-Sébastien-sur-Loire"^^<http://www.w3.org/2001/XMLSchema#string> | "Loire-Atlantique"^^<http://www.w3.org/2001/XMLSchema#string>        | "Pays de la Loire"^^<http://www.w3.org/2001/XMLSchema#string>           |
| "Orléans"^^<http://www.w3.org/2001/XMLSchema#string>                   | "Loiret"^^<http://www.w3.org/2001/XMLSchema#string>                  | "Centre"^^<http://www.w3.org/2001/XMLSchema#string>                     |
| "Villeneuve-sur-Lot"^^<http://www.w3.org/2001/XMLSchema#string>        | "Lot-et-Garonne"^^<http://www.w3.org/2001/XMLSchema#string>          | "Aquitaine"^^<http://www.w3.org/2001/XMLSchema#string>                  |
| "Laval"^^<http://www.w3.org/2001/XMLSchema#string>                     | "Mayenne"^^<http://www.w3.org/2001/XMLSchema#string>                 | "Pays de la Loire"^^<http://www.w3.org/2001/XMLSchema#string>           |
| "Compiègne"^^<http://www.w3.org/2001/XMLSchema#string>                 | "Oise"^^<http://www.w3.org/2001/XMLSchema#string>                    | "Picardie"^^<http://www.w3.org/2001/XMLSchema#string>                   |
| "Arras"^^<http://www.w3.org/2001/XMLSchema#string>                     | "Pas-de-Calais"^^<http://www.w3.org/2001/XMLSchema#string>           | "Nord-Pas-de-Calais"^^<http://www.w3.org/2001/XMLSchema#string>         |
| "Lens"^^<http://www.w3.org/2001/XMLSchema#string>                      | "Pas-de-Calais"^^<http://www.w3.org/2001/XMLSchema#string>           | "Nord-Pas-de-Calais"^^<http://www.w3.org/2001/XMLSchema#string>         |
| "Clermont-Ferrand"^^<http://www.w3.org/2001/XMLSchema#string>          | "Puy-de-Dôme"^^<http://www.w3.org/2001/XMLSchema#string>             | "Auvergne"^^<http://www.w3.org/2001/XMLSchema#string>                   |
| "Pau"^^<http://www.w3.org/2001/XMLSchema#string>                       | "Pyrénées-Atlantiques"^^<http://www.w3.org/2001/XMLSchema#string>    | "Aquitaine"^^<http://www.w3.org/2001/XMLSchema#string>                  |
| "Lyon"^^<http://www.w3.org/2001/XMLSchema#string>                      | "Rhône"^^<http://www.w3.org/2001/XMLSchema#string>                   | "Rhône-Alpes"^^<http://www.w3.org/2001/XMLSchema#string>                |
| "Saint-Priest"^^<http://www.w3.org/2001/XMLSchema#string>              | "Rhône"^^<http://www.w3.org/2001/XMLSchema#string>                   | "Rhône-Alpes"^^<http://www.w3.org/2001/XMLSchema#string>                |
| "Aix-les-Bains"^^<http://www.w3.org/2001/XMLSchema#string>             | "Savoie"^^<http://www.w3.org/2001/XMLSchema#string>                  | "Rhône-Alpes"^^<http://www.w3.org/2001/XMLSchema#string>                |
| "Thonon-les-Bains"^^<http://www.w3.org/2001/XMLSchema#string>          | "Haute-Savoie"^^<http://www.w3.org/2001/XMLSchema#string>            | "Rhône-Alpes"^^<http://www.w3.org/2001/XMLSchema#string>                |
| "Havre"^^<http://www.w3.org/2001/XMLSchema#string>                     | "Seine-Maritime"^^<http://www.w3.org/2001/XMLSchema#string>          | "Haute-Normandie"^^<http://www.w3.org/2001/XMLSchema#string>            |
| "Combs-la-Ville"^^<http://www.w3.org/2001/XMLSchema#string>            | "Seine-et-Marne"^^<http://www.w3.org/2001/XMLSchema#string>          | "Île-de-France"^^<http://www.w3.org/2001/XMLSchema#string>              |
| "Melun"^^<http://www.w3.org/2001/XMLSchema#string>                     | "Seine-et-Marne"^^<http://www.w3.org/2001/XMLSchema#string>          | "Île-de-France"^^<http://www.w3.org/2001/XMLSchema#string>              |
| "Pontault-Combault"^^<http://www.w3.org/2001/XMLSchema#string>         | "Seine-et-Marne"^^<http://www.w3.org/2001/XMLSchema#string>          | "Île-de-France"^^<http://www.w3.org/2001/XMLSchema#string>              |
| "Chatou"^^<http://www.w3.org/2001/XMLSchema#string>                    | "Yvelines"^^<http://www.w3.org/2001/XMLSchema#string>                | "Île-de-France"^^<http://www.w3.org/2001/XMLSchema#string>              |
| "Albi"^^<http://www.w3.org/2001/XMLSchema#string>                      | "Tarn"^^<http://www.w3.org/2001/XMLSchema#string>                    | "Midi-Pyrénées"^^<http://www.w3.org/2001/XMLSchema#string>              |
| "Saint-Raphaël"^^<http://www.w3.org/2001/XMLSchema#string>             | "Var"^^<http://www.w3.org/2001/XMLSchema#string>                     | "Provence-Alpes-Côte d'Azur"^^<http://www.w3.org/2001/XMLSchema#string> |
| "Brunoy"^^<http://www.w3.org/2001/XMLSchema#string>                    | "Essonne"^^<http://www.w3.org/2001/XMLSchema#string>                 | "Île-de-France"^^<http://www.w3.org/2001/XMLSchema#string>              |
| "Draveil"^^<http://www.w3.org/2001/XMLSchema#string>                   | "Essonne"^^<http://www.w3.org/2001/XMLSchema#string>                 | "Île-de-France"^^<http://www.w3.org/2001/XMLSchema#string>              |
| "Palaiseau"^^<http://www.w3.org/2001/XMLSchema#string>                 | "Essonne"^^<http://www.w3.org/2001/XMLSchema#string>                 | "Île-de-France"^^<http://www.w3.org/2001/XMLSchema#string>              |
| "Bagneux"^^<http://www.w3.org/2001/XMLSchema#string>                   | "Hauts-de-Seine"^^<http://www.w3.org/2001/XMLSchema#string>          | "Île-de-France"^^<http://www.w3.org/2001/XMLSchema#string>              |
| "Châtillon"^^<http://www.w3.org/2001/XMLSchema#string>                 | "Hauts-de-Seine"^^<http://www.w3.org/2001/XMLSchema#string>          | "Île-de-France"^^<http://www.w3.org/2001/XMLSchema#string>              |
| "Colombes"^^<http://www.w3.org/2001/XMLSchema#string>                  | "Hauts-de-Seine"^^<http://www.w3.org/2001/XMLSchema#string>          | "Île-de-France"^^<http://www.w3.org/2001/XMLSchema#string>              |
| "Levallois-Perret"^^<http://www.w3.org/2001/XMLSchema#string>          | "Hauts-de-Seine"^^<http://www.w3.org/2001/XMLSchema#string>          | "Île-de-France"^^<http://www.w3.org/2001/XMLSchema#string>              |
| "Malakoff"^^<http://www.w3.org/2001/XMLSchema#string>                  | "Hauts-de-Seine"^^<http://www.w3.org/2001/XMLSchema#string>          | "Île-de-France"^^<http://www.w3.org/2001/XMLSchema#string>              |
| "Suresnes"^^<http://www.w3.org/2001/XMLSchema#string>                  | "Hauts-de-Seine"^^<http://www.w3.org/2001/XMLSchema#string>          | "Île-de-France"^^<http://www.w3.org/2001/XMLSchema#string>              |
| "Noisy-le-Grand"^^<http://www.w3.org/2001/XMLSchema#string>            | "Seine-Saint-Denis"^^<http://www.w3.org/2001/XMLSchema#string>       | "Île-de-France"^^<http://www.w3.org/2001/XMLSchema#string>              |
| "Noisy-le-Sec"^^<http://www.w3.org/2001/XMLSchema#string>              | "Seine-Saint-Denis"^^<http://www.w3.org/2001/XMLSchema#string>       | "Île-de-France"^^<http://www.w3.org/2001/XMLSchema#string>              |
| "Tremblay-en-France"^^<http://www.w3.org/2001/XMLSchema#string>        | "Seine-Saint-Denis"^^<http://www.w3.org/2001/XMLSchema#string>       | "Île-de-France"^^<http://www.w3.org/2001/XMLSchema#string>              |
| "Villemomble"^^<http://www.w3.org/2001/XMLSchema#string>               | "Seine-Saint-Denis"^^<http://www.w3.org/2001/XMLSchema#string>       | "Île-de-France"^^<http://www.w3.org/2001/XMLSchema#string>              |
| "Cachan"^^<http://www.w3.org/2001/XMLSchema#string>                    | "Val-de-Marne"^^<http://www.w3.org/2001/XMLSchema#string>            | "Île-de-France"^^<http://www.w3.org/2001/XMLSchema#string>              |
| "Haÿ-les-Roses"^^<http://www.w3.org/2001/XMLSchema#string>             | "Val-de-Marne"^^<http://www.w3.org/2001/XMLSchema#string>            | "Île-de-France"^^<http://www.w3.org/2001/XMLSchema#string>              |
| "Nogent-sur-Marne"^^<http://www.w3.org/2001/XMLSchema#string>          | "Val-de-Marne"^^<http://www.w3.org/2001/XMLSchema#string>            | "Île-de-France"^^<http://www.w3.org/2001/XMLSchema#string>              |
| "Perreux-sur-Marne"^^<http://www.w3.org/2001/XMLSchema#string>         | "Val-de-Marne"^^<http://www.w3.org/2001/XMLSchema#string>            | "Île-de-France"^^<http://www.w3.org/2001/XMLSchema#string>              |
| "Argenteuil"^^<http://www.w3.org/2001/XMLSchema#string>                | "Val-d'Oise"^^<http://www.w3.org/2001/XMLSchema#string>              | "Île-de-France"^^<http://www.w3.org/2001/XMLSchema#string>              |
| "Ermont"^^<http://www.w3.org/2001/XMLSchema#string>                    | "Val-d'Oise"^^<http://www.w3.org/2001/XMLSchema#string>              | "Île-de-France"^^<http://www.w3.org/2001/XMLSchema#string>              |
| "Schlcher"^^<http://www.w3.org/2001/XMLSchema#string>                 | "Martinique"^^<http://www.w3.org/2001/XMLSchema#string>              | "Martinique"^^<http://www.w3.org/2001/XMLSchema#string>                 |
| "Saint-Paul"^^<http://www.w3.org/2001/XMLSchema#string>                | "La Réunion"^^<http://www.w3.org/2001/XMLSchema#string>              | "La Réunion"^^<http://www.w3.org/2001/XMLSchema#string>                 |
| "Tampon"^^<http://www.w3.org/2001/XMLSchema#string>                    | "La Réunion"^^<http://www.w3.org/2001/XMLSchema#string>              | "La Réunion"^^<http://www.w3.org/2001/XMLSchema#string>                 |
| "Laon"^^<http://www.w3.org/2001/XMLSchema#string>                      | "Aisne"^^<http://www.w3.org/2001/XMLSchema#string>                   | "Picardie"^^<http://www.w3.org/2001/XMLSchema#string>                   |
| "Cagnes-sur-Mer"^^<http://www.w3.org/2001/XMLSchema#string>            | "Alpes-Maritimes"^^<http://www.w3.org/2001/XMLSchema#string>         | "Provence-Alpes-Côte d'Azur"^^<http://www.w3.org/2001/XMLSchema#string> |
| "Sedan"^^<http://www.w3.org/2001/XMLSchema#string>                     | "Ardennes"^^<http://www.w3.org/2001/XMLSchema#string>                | "Champagne-Ardenne"^^<http://www.w3.org/2001/XMLSchema#string>          |
| "Martigues"^^<http://www.w3.org/2001/XMLSchema#string>                 | "Bouches-du-Rhône"^^<http://www.w3.org/2001/XMLSchema#string>        | "Provence-Alpes-Côte d'Azur"^^<http://www.w3.org/2001/XMLSchema#string> |
| "Rochefort"^^<http://www.w3.org/2001/XMLSchema#string>                 | "Charente-Maritime"^^<http://www.w3.org/2001/XMLSchema#string>       | "Poitou-Charentes"^^<http://www.w3.org/2001/XMLSchema#string>           |
